serie;set;appAfkorting;huidigeMapping;rang;candidateExpansionId;score;overlap;appUniekeNamen;cmUniekeNamen;cmProducten;cardmarketSetcode;cardmarketSetnaam;sampleOverlap;sampleAlleenApp;sampleAlleenCardmarket;advies
Sun & Moon;Burning Shadows;BUS;;8;3916;0.063;8;135;114;125;;;acerola, choice band, escape rope, guzma, kiawe, lana, multi switch, rescue stretcher;alolan grimer, alolan muk gx, alolan ninetales, alolan raticate, alolan rattata, alolan vulpix, araquanid, azumarill, bewear, bodybuilding dumbbells, bouffalant, bruxish, butterfree, caterpie;aether paradise conservation area, alolan diglett spelunk mud slap, alolan dugtrio tangling hair dig under, alolan exeggutor exeggutor s paradise draco meteor barrage, alolan grimer super poison breath pound, alolan muk power of alchemy crunch, alolan ninetales luminous barrier aurora beam, alolan sandshrew defense curl ice ball, alolan sandslash slush rush smash turn, alolan vulpix roar icy snow, altar of the moone, altar of the sunne, ancient crystal, aqua patch;zwak/alternatief
Sun & Moon;Guardians Rising;GRI;;1;1800;0.1479;21;135;146;242;;;aether paradise conservation area, altar of the moone, altar of the sunne, aqua patch, brooklet hill, choice band, double colorless energy, energy loto, energy recycler, enhanced hammer, field blower, fighting energy, grass energy, hala, hau, lightning energy, mallow, max potion;absol, alolan geodude, alolan golem, alolan graveler, alolan ninetales gx, alolan sandshrew, alolan sandslash, alolan vulpix, alomomola, barboach, beldum, bellsprout, bewear, blissey;absol future sight doom news, alolan geodude rock polish rollout, alolan golem electro rock wrecker heavy bomber, alolan graveler thunder punch electrobullet, alolan ninetales gx ice blade blizzard edge ice path gx, alolan sandshrew defense curl ice ball, alolan sandslash slush rush smash turn, alolan vulpix beacon icy snow, alomomola borne ashore hydro splash, barboach hook mud slap, beldum core beam, bellsprout vine whip, bewear rake it in dangerous blow, blissey fresh egg double edge;STERKE KANDIDAAT - controleer en zet in manual_set_map indien juist
Sun & Moon;Guardians Rising;GRI;;2;4253;0.1175;7;135;20;20;;;aether paradise conservation area, altar of the moone, aqua patch, brooklet hill, choice band, double colorless energy, rare candy;absol, alolan geodude, alolan golem, alolan graveler, alolan ninetales gx, alolan sandshrew, alolan sandslash, alolan vulpix, alomomola, altar of the sunne, barboach, beldum, bellsprout, bewear;cynthia, fighting fury belt, kiawe, lillie, lysandre, max elixir, n, nest ball, professor sycamore, skyla, strong energy, ultra ball, vs seeker;zwak/alternatief
Sun & Moon;Guardians Rising;GRI;;3;4249;0.1164;9;135;35;35;;;aether paradise conservation area, aqua patch, brooklet hill, choice band, double colorless energy, field blower, max potion, rare candy, rescue stretcher;absol, alolan geodude, alolan golem, alolan graveler, alolan ninetales gx, alolan sandshrew, alolan sandslash, alolan vulpix, alomomola, altar of the moone, altar of the sunne, barboach, beldum, bellsprout;altaria fight song pierce, beast ring, cynthia, electropower, energy recycle system, energy switch, fomantis synthesis leafage, guzma, inkay hypnosis, lillie, lurantis sunny day solar beam, magnemite searching magnet tackle, magneton ram zap cannon, magnezone magnetic circuit zap cannon;zwak/alternatief
Sun & Moon;Guardians Rising;GRI;;4;3916;0.1102;14;135;114;125;;;aether paradise conservation area, altar of the moone, altar of the sunne, aqua patch, brooklet hill, choice band, double colorless energy, enhanced hammer, field blower, mallow, max potion, multi switch, rare candy, rescue stretcher;absol, alolan geodude, alolan golem, alolan graveler, alolan ninetales gx, alolan sandshrew, alolan sandslash, alolan vulpix, alomomola, barboach, beldum, bellsprout, bewear, blissey;acerola, alolan diglett spelunk mud slap, alolan dugtrio tangling hair dig under, alolan exeggutor exeggutor s paradise draco meteor barrage, alolan grimer super poison breath pound, alolan muk power of alchemy crunch, alolan ninetales luminous barrier aurora beam, alolan sandshrew defense curl ice ball, alolan sandslash slush rush smash turn, alolan vulpix roar icy snow, ancient crystal, araquanid water bubble aqua edge, blissey fresh egg double edge, bounsweet sweet scent splash;zwak/alternatief
Sun & Moon;Guardians Rising;GRI;;5;3961;0.1041;10;135;57;73;;;altar of the moone, altar of the sunne, choice band, double colorless energy, energy recycler, enhanced hammer, grass energy, max potion, multi switch, rare candy;absol, aether paradise conservation area, alolan geodude, alolan golem, alolan graveler, alolan ninetales gx, alolan sandshrew, alolan sandslash, alolan vulpix, alomomola, aqua patch, barboach, beldum, bellsprout;absol future sight doom news, alolan raticate evil orders endeavor, alolan rattata gnaw, araquanid water bubble aqua edge, brionne wave splash disarming voice, charjabug shocking jaws electric ball, cosmoem teleport, cosmog dust gathering, dartrix sharp blade quill leaf blade, decidueye gx feather arrow razor leaf hollow hunt gx, dewpider bubble, drampa gx righteous edge berserk big wheel gx, eevee energy evolution quick draw, fairy energy;zwak/alternatief
Sun & Moon;Guardians Rising;GRI;;6;6548;0.0959;9;135;54;54;;;aqua patch, choice band, enhanced hammer, field blower, fighting energy, grass energy, lightning energy, max potion, rescue stretcher;absol, aether paradise conservation area, alolan geodude, alolan golem, alolan graveler, alolan ninetales gx, alolan sandshrew, alolan sandslash, alolan vulpix, alomomola, altar of the moone, altar of the sunne, barboach, beldum;acerola, acro bike, adventure bag, beast ring, charizard gx wing attack crimson storm raging out gx, cherish ball, cynthia, darkness energy, eevee and snorlax gx cheer up dump truck press megaton friends gx, electropower, escape board, escape rope, fairy energy, fiery flint;zwak/alternatief
Sun & Moon;Guardians Rising;GRI;;7;2396;0.0937;9;135;57;94;;;brooklet hill, choice band, double colorless energy, enhanced hammer, field blower, fighting energy, grass energy, lightning energy, rescue stretcher;absol, aether paradise conservation area, alolan geodude, alolan golem, alolan graveler, alolan ninetales gx, alolan sandshrew, alolan sandslash, alolan vulpix, alomomola, altar of the moone, altar of the sunne, aqua patch, barboach;acro bike, banette gx shady move shadow chant tomb hunt gx, beast energy prism, beast ring, brigette, buzzwole gx jet punch knuckle impact absorption gx, buzzwole sledgehammer swing around, cynthia, diancie princess s cheers diamond rain prism, drampa gx righteous edge berserk big wheel gx, escape rope, evosoda, fighting fury belt, float stone;zwak/alternatief
Sun & Moon;Guardians Rising;GRI;;8;4247;0.0846;6;135;29;29;;;choice band, double colorless energy, energy recycler, field blower, rare candy, rescue stretcher;absol, aether paradise conservation area, alolan geodude, alolan golem, alolan graveler, alolan ninetales gx, alolan sandshrew, alolan sandslash, alolan vulpix, alomomola, altar of the moone, altar of the sunne, aqua patch, barboach;acerola, acro bike, counter energy, counter gain, crushing hammer, cynthia, electropower, escape board, fiery flint, guzma, judge, kiawe, lillie, nest ball;zwak/alternatief
Sun & Moon;Sun & Moon;SUM;;1;4258;0.2355;24;146;59;59;;;big malasada, crushing hammer, double colorless energy, energy retrieval, energy switch, exp share, great ball, hau, ilima, lillie, nest ball, poison barb, poke ball, pokemon catcher, potion, professor kukui, rainbow energy, rare candy;alolan diglett, alolan dugtrio, alolan grimer, alolan meowth, alolan muk, alolan persian, alolan raticate, alolan rattata, araquanid, arcanine, bewear, boldore, bounsweet, brionne;alolan meowth fury swipes, brionne wave splash disarming voice, bruxish vivid charge psychic fangs, charjabug shocking jaws electric ball, cosmog dust gathering, cutiefly fly around, dartrix sharp blade quill leaf blade, decidueye gx feather arrow razor leaf hollow hunt gx, dewpider bubble, drowzee psychic boom headbutt, granbull dark clamp fight back, growlithe take down, grubbin vice grip, hariyama push out megaton slap push;STERKE KANDIDAAT - controleer en zet in manual_set_map indien juist
Sun & Moon;Sun & Moon;SUM;;2;1745;0.2193;33;146;153;235;;;big malasada, crushing hammer, darkness energy, double colorless energy, energy retrieval, energy switch, exp share, fairy energy, fighting energy, fire energy, grass energy, great ball, hau, ilima, lightning energy, lillie, metal energy, nest ball;alolan diglett, alolan dugtrio, alolan grimer, alolan meowth, alolan muk, alolan persian, alolan raticate, alolan rattata, araquanid, arcanine, bewear, boldore, bounsweet, brionne;alolan diglett spelunk mud slap, alolan dugtrio tangling hair dig under, alolan grimer super poison breath pound, alolan meowth fury swipes, alolan muk power of alchemy crunch, alolan persian taunt claw rend, alolan raticate evil orders endeavor, alolan rattata gnaw, araquanid water bubble aqua edge, arcanine searing flame firestorm, bewear bear hug superpower, boldore headbutt rock hurl, bounsweet sweet scent splash, brionne wave splash disarming voice;zwak/alternatief
Sun & Moon;Sun & Moon;SUM;;3;5415;0.2133;9;146;9;9;;;darkness energy, fairy energy, fighting energy, fire energy, grass energy, lightning energy, metal energy, psychic energy, water energy;alolan diglett, alolan dugtrio, alolan grimer, alolan meowth, alolan muk, alolan persian, alolan raticate, alolan rattata, araquanid, arcanine, bewear, big malasada, boldore, bounsweet;;zwak/alternatief
Sun & Moon;Sun & Moon;SUM;;4;4089;0.1437;17;146;84;84;;;crushing hammer, double colorless energy, energy retrieval, energy switch, fairy energy, fighting energy, fire energy, grass energy, lightning energy, poke ball, pokemon catcher, potion, psychic energy, rare candy, switch, ultra ball, water energy;alolan diglett, alolan dugtrio, alolan grimer, alolan meowth, alolan muk, alolan persian, alolan raticate, alolan rattata, araquanid, arcanine, bewear, big malasada, boldore, bounsweet;articuno find ice freezing wind, blastoise ex hyper whirlpool hydro press, butterfree quiver dance gust, caterpie adaptive evolution bug bite, charizard ex flame cloak burning breath, clefable follow me moonblast, clefairy moonlight pound, cloyster clamp crush spike cannon, diglett mine mud slap, dodrio retreat aid fury attack, doduo double stab doduo delivery, dugtrio earthquake rock tumble, evosoda, gastly sleep poison;zwak/alternatief
Sun & Moon;Sun & Moon;SUM;;5;4238;0.1423;10;146;26;32;;;double colorless energy, energy retrieval, fairy energy, fire energy, great ball, lightning energy, pokemon catcher, potion, psychic energy, switch;alolan diglett, alolan dugtrio, alolan grimer, alolan meowth, alolan muk, alolan persian, alolan raticate, alolan rattata, araquanid, arcanine, bewear, big malasada, boldore, bounsweet;arcanine flop flamethrower, aromatisse dizzying cologne fairy wind, corsola spike cannon power gem, dunsparce call for family ram, electabuzz knuckle punch, electivire knuckle punch electroslug, emboar ex spiral punch strong flare, espurr scratch, furfrou collect tight jaw, growlithe bite, mawile tight jaw cavernous chomp, meowstic energy present psyshot, shauna, spritzee beat;zwak/alternatief
Sun & Moon;Sun & Moon;SUM;;6;2749;0.1369;12;146;42;88;;;darkness energy, double colorless energy, energy retrieval, energy switch, exp share, fighting energy, grass energy, lightning energy, pokemon catcher, potion, switch, ultra ball;alolan diglett, alolan dugtrio, alolan grimer, alolan meowth, alolan muk, alolan persian, alolan raticate, alolan rattata, araquanid, arcanine, bewear, big malasada, boldore, bounsweet;celebi forest breath time circle prime, dark patch, darkrai ex dark cloak night spear, dual ball, eelektrik dynamotor electric ball, energy search, eviolite, junk arm, level ball, lost remover, max potion, mewtwo ex x ball psydrive, n, pluspower;zwak/alternatief
Sun & Moon;Sun & Moon;SUM;;7;3974;0.1331;10;146;30;32;;;crushing hammer, energy retrieval, fighting energy, lightning energy, poke ball, pokemon catcher, potion, psychic energy, switch, water energy;alolan diglett, alolan dugtrio, alolan grimer, alolan meowth, alolan muk, alolan persian, alolan raticate, alolan rattata, araquanid, arcanine, bewear, big malasada, boldore, bounsweet;ash s friendship, ash s pikachu gx quick attack electro ball, bewear punch nab, bruxish wave splash, gumshoos tackle continuous headbutt, lycanroc rock throw accelerock, mareanie bite spiky touch, meowth filch dig claws, rockruff rock throw, rowlet nap peck, salandit scratch, stufful tackle, tapu koko electric surge mach bolt, tauros take down;zwak/alternatief
Sun & Moon;Sun & Moon;SUM;;8;6548;0.1326;13;146;54;54;;;darkness energy, fairy energy, fighting energy, fire energy, grass energy, lightning energy, lillie, metal energy, nest ball, psychic energy, rotom dex, ultra ball, water energy;alolan diglett, alolan dugtrio, alolan grimer, alolan meowth, alolan muk, alolan persian, alolan raticate, alolan rattata, araquanid, arcanine, bewear, big malasada, boldore, bounsweet;acerola, acro bike, adventure bag, aqua patch, beast ring, charizard gx wing attack crimson storm raging out gx, cherish ball, choice band, cynthia, eevee and snorlax gx cheer up dump truck press megaton friends gx, electropower, enhanced hammer, escape board, escape rope;zwak/alternatief
Sun & Moon;SM Black Star Promos;PR-SM;;;;;;184;;;;;;;;geen kandidaat
XY;Evolutions;EVO;;1;1742;0.2643;28;104;107;131;;;blastoise spirit link, brock s grit, charizard spirit link, darkness energy, devolution spray, double colorless energy, energy retrieval, fairy energy, fighting energy, fire energy, full heal, grass energy, here comes team rocket, lightning energy, maintenance, metal energy, misty s determination, pidgeot spirit link;arcanine, beedrill, blastoise ex, caterpie, chansey, charizard, charizard ex, charmander, charmeleon, clefairy, dewgong, diglett, doduo, dragonite ex;arcanine burning road scorching breath, beedrill poison sting swarming sting, blastoise ex rapid spin splash bomb, caterpie string shot, chansey scrunch double edge, charizard energy burn fire spin, charizard ex wing attack combustion blast, charmander scratch ember, charmeleon slash flamethrower, clefairy sing metronome, dewgong super deep dive take down, diglett submerge dig through, doduo fury attack, dragonite ex pull up hyper beam;STERKE KANDIDAAT - controleer en zet in manual_set_map indien juist
XY;Evolutions;EVO;;2;5415;0.2539;9;104;9;9;;;darkness energy, fairy energy, fighting energy, fire energy, grass energy, lightning energy, metal energy, psychic energy, water energy;arcanine, beedrill, blastoise ex, blastoise spirit link, brock s grit, caterpie, chansey, charizard, charizard ex, charizard spirit link, charmander, charmeleon, clefairy, devolution spray;;zwak/alternatief
